,label,text
4221,2,Two young women wearing black headscarves and colorful skirts stand near a red door. Two young girls with headscarves stand near a door while one reads a book. Two girls stand up against a red wall. Girl stands reading a notebook. ||| A woman looks at the camera.
4222,0,A man in a sleek white shirt gazes into the woman 's eyes while holding on to the back of her black and pink dress. A man and a woman look at each other passionately as they dance in a studio. Man in white and woman in black with pink sash dancing together. A man with silver hair leading a woman through some dance moves. ||| Men watch.
4223,1,Shadowy people walk in front of the glass panels of an escalator. People walking past an escalator under a beam and glass ceiling. A number of people cross in front of the top of an escalator. Some people in shadow walk by an escalator. ||| Two women walking.
4224,0,"Lady in a pink shirt a blue jeans, holding a little girl, dressed in pink, posing next to an alpaca A woman in pink is posing with a small girl and a farm animal overlooking a grassy scenic hilltop. A woman and a little girl pose for a picture with a llama atop a hillside. Woman and child on hillside feeding a lama. ||| A brunette woman kneeling."
4225,2,"A group of five women with scarf head coverings look off the page, while two have their mouths open as if yelling something. Women in headwraps are gathered together, speaking emotionally. Five women wearing scarves on their heads are talking. A group of women wearing headscarves are in a crowd. ||| A woman stands at a counter."
4226,2,"Lady in dark top, print skirt, red socks and shoes walking. A woman stands in the middle of a brick road. A woman with orange shoes stops in a square. Woman in long skirt in a town square. ||| Lady digging."
4227,2,Some people sitting in an outside Chinese restaurant eating. Some people are eating at an outside restaurant at night. Chinese people are eating and watching people make food. People at an outdoor restaurant on the sidewalk ||| A crowd gathers.
4228,2,A golden haired dog with wet hair is licking its nose while moving through shallow water. A golden retriever licks his nose as he dries off from the water. The brown dog is running in the water licking his nose. A wet brown dog is leaving the water. ||| A wet black dog walking.
4229,1,"There is a bride and groom with two children, a woman and a man carrying a flag, standing on a stony place. A bride holding a bouquet of flowers is standing next to a man in a tuxedo. A man and woman at their wedding and little children playing. A bride and her groom prepare to say their vows. ||| A partner and newlywed stand."
4230,2,A man doing a flip off of dock into the water with some children watching and a boat in the background. A group of children are watching another child do a backflip into the water. A young boy is jumping head first from a dock into the water. A young child diving into the lake. ||| A bunch of childrensitting.
4231,0,A woman in traditional dress and hat is sitting sideways on a horse. This woman is horseback riding on a sunny afternoon. A person in a blue outfit is riding a gray horse. A man sits upon a gray horse with a sombrero on. ||| A woman riding a white animal.
4232,1,The collie is running down a blue and yellow board. A dog is running down a ramp. Dog is jumping down a ramp. A collie runs down a slide. ||| A brown and white dog jumping.
4233,2,A blond-haired boy wearing a checkered shirt and black shoes is at the lakeside. A little boy standing on a big rock with his arms raised looking out over a lake. A little boy is standing on a rock in front of a lake his arms flung wide. A young boy balances on top of a rock on a sunny day near a lake. ||| Some policemen standing.
4234,1,A man in a black tank top with his head leaning back and a rod in his mouth is about to light the rod on fire with the two lit fire sticks in his left hand. A man in black sunglasses holds two lit torches in silver holders. The man in the picture is blowing fire through his mouth. The man in the black shirt is doing a trick with fire. ||| A man performing a stunt.
4235,1,"Wearing a long-sleeved white shirt, gray pants, and sandals, a man stands next to a makeshift wood cooking hut, complete with smoke filled cylinder. A man dressed in a gray, short-sleeved shirt and dark colored pants is waiting on food, as smoke rises from a drum. A man stands in front of a shabby structure while smoke billows out of a wooden burner and obscures the man's face. There is a man standing outside a shack with some sort of a primitive looking grill that's smoking. ||| A man starting a fire."
4236,2,A man with a beige suit and gray trousers holds a guitar in his hands and a harmonica in his mouth. What looks like a homeless man plays the guitar whole sitting outside. An older gentlemen puts on a one-man band with various instruments. A man playing several instruments in front of a window. ||| A musician playing guitar on stage.
4237,2,A bicyclist is attempting a trick over a jump nearby a bush and wooden building. Person jumping bicycle off cliff beside building on hill A biker spins his bike in the air above the ground. A person on a bike get airborne. ||| A dog flies.
4238,1,"Baseball player in red shirt slides into a base, as another player in blue tags him. A baseball player in blue tags a player in red out. A baseball player sliding into second base. They are playing baseball. ||| Guys playing a game."
4239,0,A man turns his head to the side as he sits with a woman on a dark street with lights. Two people are having an intimate conversation on the side of the road. A man and a woman standing on a city street talking to each other. A man hitting on a girl on a metro city street at night. ||| A man standing near bikes.
4240,1,A kangaroo wearing a yellow and black striped vest with the number eight on it is hopping. Race dogs run their fastest down a sandy track. A group of greyhounds race on a track. Many dogs race around the track. ||| Greyhounds racing along a track.
4241,0,Four girls in shorts on the beach throwing a football with the ocean behind them. A group of girls playing football on the beach. A girl is throwing a football on the beach. Young women play football on the beach. ||| A girl carrying a sign.
4242,0,Two people are walking in a metropolitan area near tall buildings with signs. A view of an intersection shaped like a triangle with many commercial stores. A girl in a school uniform dress walks down the street near an HM store. A schoolgirl is walking on a street near buildings. ||| A group of women walking.
4243,2,"A woman wearing a black apron, waves toward the street with one hand while a yellow car drives by. The woman is trying to hail a taxi while cars speed past her. An Asian woman on the side of a road. Lady walking past a driving taxi. ||| A girl standing."
4244,2,"A young African woman is staring at a camera, in front of a bunch of clay pots. A black girl looking blankly with vases in the background. Woman in yellow dress, surrounded by ceramic pots. The tribe making Large Pottery to sell to tourists. ||| A girl stands on two logs."
4245,1,"Two men and one woman play spin the bottle, the one man has spun and landed on the other man, much to his frustration. A man with green hair has won spin the bottle, a second male player shows consternation, a third female is amused. Two men and a woman playing a happy game of spin the bottle. Two guys and a girl are playing spin the bottle. ||| Man looks in horror at a bottle."
4246,2,"A white man with black clothing stands near the edge of a sidewalk with a bunch of people standing or walking around behind him. A man in a crowd appears in a city scene wearing a mostly black outfit with a graphic picture on his shirt. A gray-haired man wearing all black is standing on the corner of a busy street. A man dressed all in black, standing next to a curb. ||| A man rollerblading."
4247,0,A teacher wearing a red and black striped shirt is conducting a class of about 20 playing music. A man in a red and blue shirt conducting an orchestra full of high school students. A man conducts an orchestra as all the other musicians follow his lead. Teenagers play instruments in an orchestra. ||| A group of kids listening.
4248,2,"In a large crowd, a woman holds a box with a green sign on it saying "" its a steal "". A lady holds a box that says "" It 's A Steal. "" A crowd of people in an outdoor area. A woman with a box stands in a crowd. ||| Two women chat."
4249,2,Two girls in blue and teal dresses and large hats are standing next to a large tree trunk. Two young girls wearing bonnets standing by a tree watching a snake nearby. Two young girls wearing dresses and bonnets stand next to a tree. Two little girls wear dresses and bonnets next to a snake. ||| Two children walking.
4250,0,"A woman is holding her child while a man is reading something from a piece of paper and taking something from a bowl that a younger girl is holding in a park with a small lake in the background. Woman wearing brown sandals and blue jeans, in a white shirt, holding a baby under a tall tree. A small group of people meeting together at a tree by water. A family is standing under a very large tree. ||| Women having a discussion."
4251,0,A woman with a microphone and a man with a laptop stand behind a table. They prepared to make the announcement. A man and a woman holding microphones. A woman about to give a speech. ||| A man using an Apple computer.
4252,0,A man in a dark shirt and glasses walks in grass while looking at something in his hands. The man ponders his situation during a stroll through the yard. A man with glasses walking looking at something in his hands. A man in a park holding a ball. ||| A man stands out.
4253,2,A white dog is walking through the leafy grass while a brown dog is about to bite it. One white dog and one brown dog playing with a stick. A tan dog chases a white dog through the leafy grass A brown dog chasing a white dog. ||| Two white dogs sitting.
4254,1,"On wooden steps leading to a porch, a blond woman in denim shorts sits next to another person whose face is obscured by a baseball cap. Two girls in shorts and T-shirts are laughing while sitting on wooden steps. Two women in shorts sitting on the steps of an apartment or house. Two girls are sitting on the steps, and one girl is laughing. ||| Friends sitting."
4255,2,"Helmeted, orange-vested workers from TubeLine work on a wooden bridge surrounded on one side by trees, and on the other by a fence and trench. Workers in hard hats perform work on pathway. Two men work on fixing a boardwalk. Men working on guard rail in park. ||| Some scouts standing."
4256,0,A woman in a red shirt stands by a man in a white shirt and a woman in a black shirt in front of a stairway. A group of people mill around while a man in a fish costume descends a staircase. An overweight family with sling across bags stand near a group of people. People walk in a building near a set of stairs. ||| A group waiting.
4257,1,"Two men on scooters pass each other on the road and make conversation. Two older men sitting on scooters in front of a Koffee Cafe. Two men on scooters make conversation on a sidewalk. Two men pass each other, in sunglasses. ||| Gentleman talking."
4258,2,A man in a red shirt and blue hat travels the road on a motorcycle. A man with a blue helmet is on a motorcycle on a blue skied day. A man in a blue helmet is riding his motorcycle. A man wearing a blue helmet is on a motorcycle. ||| Men sitting in a living room.
4259,2,Man in black shirt with black guitar sings into a microphone surrounded by musical equipment. Two men in black shirts playing electric instruments in a room. A band performing with a closeup on the singer. Rock band performing on a small stage. ||| A man playing music on a sidewalk.
4260,2,A person in a black jacket is jumping through the air on a bike. Man on a motorcycle performing a trick in the air. A bicycler jumps a ramp outside in the dark night. A person doing a trick on a bike ||| Men sit at a table on a sidewalk.
4261,0,A group of mature folk are waving as they walk down a shopping center. A group of people are on a stone street and waving up at the camera. A group of people waving to a person on a balcony. People outside walking and enjoying a sunny day. ||| A crowd forms.
4262,1,A woman dances along with a dancing video-game projected on large screen behind her. A girl is playing a virtual video game while her image is displayed behind her. The girl is playing along with the images on the big screen. A woman is dancing on stage in front of a screen. ||| A woman smiles.
4263,2,A gentleman is taking a rest in a child's playhouse. A shirtless man is lying in a colorful tent. A man is laying in a small multicolor tent. A white man is lying down in a small tent. ||| A man drives.
4264,1,Three girls are sitting in a car and smiling back at the camera which is in the backseat looking towards the front of the car. Three women look back at the camera that's in the rear seat of a van as the driver drives down the road. Three women in a vehicle are looking back and smiling. Group of people in car looking back at camera. ||| Three girls pose.
4265,1,Two small girls talk to a man wearing sunglasses in a colorful van. Two girls are trying to sell some nuts to the driver. Man sitting in a van talks to two young girls. Two young girls talking to a man in a van. ||| A man sitting.
4266,0,A dog with a black and brown marbled coat scowls at the camera while a young woman in a black suit walks in the background. A navy walking wearing a black coat and pants on the stairs as camera focuses on the dog A brown dog pays no attention to a young woman dressed in black passing nearby. A woman walking up some stairs. ||| A dog stands on its legs.
4267,2,A man in black pants and a black tee is sitting on a bench in front of a truck. Bald man in black clothes sits on a bench in front of a large truck. A man in dark clothing sits on a bench in front of a truck. A bald man is sitting on a bench in front of a red truck. ||| A man uses his phone.
4268,0,"A vivid and colorful street vendor gathering shows a number of proprietors outdoors, with a woman offering a box of items in the foreground. A woman wearing a white bolero jacket is holding a box with some items in it. A girl in a white jacket is selling pastries out of a box. A pretty girl is working at a stand on a bright sunny day. ||| A woman standing on a street smiling."
4269,2,"A man wearing dark sunglasses is jumping his bike over a road, in a forest. A man in orange and white rides his mountain bike through a forest. A professional bicycle rider jumps over a fence onto a dirt path. A man wearing a helmet bicycling in the woods. ||| A man skateboarding."
4270,2,"Woman with blue gloves working on the sidewalk with some cleaner A short, brown hair girl is assembling a pink roof cover. A woman assembles a white metal frame on the sidewalk. A young woman sands down an old shelf. ||| A man rehearsing."
4271,1,A white puppy is carrying a black bird in its mouth. A white dog carries a gray bird in a field. The dog returns with the hunter 's bird. A puppy catching a bird ||| A dog holds an animal in its mouth.
4272,0,Three people are sitting on the couch and one person is sitting on the floor. Young adults relaxing on a sofa and the floor. A group of young people lounging on the couch. The gang watches some TV. ||| Tourist sits.
4273,0,A man in a black shirt and blue jeans holds a microphone while a band performs with him. A guy wearing jeans and a black shirt on stage with a mic singing a song. A man in a black T-shirt sings while his band plays. A man in black shirt singing into microphone. ||| A man playing an acoustic guitar.
4274,2,A man wearing a blue ball cap is walking past the Eden Farm store at night. Eden Farm Groceries offers free delivery. A man walking in front of a store. A store is open at nighttime. ||| Policemen walk.
4275,2,Three men are happy because they 're team is wining. Three men are looking forward and laughing. Three men sitting laughing and clapping. Three men are sitting down laughing. ||| Several men traveling.
4276,2,Four men with binoculars look into the distance against a blue sky with wisps of white clouds. Four men with binoculars looking out to try and see something. Four people looking off into the distance with binoculars. Four people looking through binoculars. ||| A child sitting in a seat.
4277,1,A baby is peeking over the top of a blue playpen. A baby looks out over the edge of its playpen. A baby is peeking his head over blue playpen. A baby peeking out from inside her cot ||| A small child standing.
4278,2,A brown and white dog plays with a ball in the dirt. This brown and white dog is chasing a soccer ball. A brown dog is chasing after a soccer ball. The dog runs towards the ball. ||| A dog jumps.
4279,2,"A group of people gather under a screened in and roofed area. A group of people sit on a bench, waiting for the bus. People observe animals in a covered exhibit at the zoo. People sit on benches. ||| A mom taking a picture."
4280,0,Two skateboarders wearing their helmets riding down a street. Two downhill skateboarders round a curve while others watch. Two skateboarders wearing helmets are going around a turn. A group of downhill skateboards going down a hill. ||| A man balances himself.
4281,0,Six casually dressed people watch from the comfort and protection of a wooden rail while a restaurant employee stands in the background. A group of six people are standing next to a white fence. Six people stand at the railing at the El Tambor. Crowd of people standing near a bench. ||| A group of men sits.
4282,2,Three construction workers in orange vests speak to one another in front of railroad tracks. Three construction workers are standing outside and having a conversation. Construction workers having a discussion by the tracks. Workers talk near train tracks. ||| Man sitting.
4283,2,"As other people walk by, three children, each holding a bicycle tire, stand on a dirt road leading to two huts in a rural African village. African children playing on a dirt road with bicycle tubes near a village. Three boys hold inflated bicycle tire rings on a dusty trail. People are walking along a dirt road. ||| A group stands."
4284,2,"A little girl in a swimsuit and braids is in front of the water, in the grass, with her arms crossed in front of her chest Young girl with arms crossed over her heart wearing a bikini setting in tall grass in front of a body of water. A young girl in a bathing suit and pigtails crosses her arms. A young girl in a pink swimsuit. ||| A small boy sits."
4285,0,A woman tilts her face upward and lifts her white gloved hand A woman wearing a white glove peers over the crowd. A woman with a white glove and several others. A woman with brown hair wearing white gloves. ||| A lady stands.
4286,0,"A large crowd of many young people are seated on the grass at nighttime, with a person in a red "" hoodie "" jacket prominent on the right hand side. A number of people of various ages sit on blankets on the grass. A crowd of young people sit on the grass. A crowd sitting outside on beach towels. ||| A group watches something."
4287,2,A young child in a lime green shirt is vacuuming a black and white checked carpet. A little boy tries to vacuum his rug while his older brother watches. Young boy using a vacuum cleaner on a rug. A young boy is using a vacuum cleaner. ||| A child learns the art.
4288,1,Two girls dressed in blue with a crowd in the background. Two girls with brown hair and blue shirts are clapping. Two laughing girls sit together and one of them claps. Two girls laughing within a crowd. ||| Girls standing in a group.
4289,1,An extreme mountain biker in mid-jump from underneath rider showing a blue sky. A young man high in the air performing a bicycle stunt. A man is doing a trick on a bicycle in the air. A BMX rider airborne on his bike ||| A boy doing a jump.
4290,0,A police woman riding on a brown horse next to a man in a black jacket. A man is talking to a mounted policeman outside a stadium. A policeman on a horse surrounded by onlookers. A man talks to a mounted policeman. ||| An employee stands.
4291,2,"Two women are in a clothing store, and the woman in the green shirt is grabbing something from the rack. Two women, one in a black shirt and one in a green shirt, shopping in a store with purses on the wall. Two elderly females shopping in a department store currently looking at stockings. Two ladies at a store shopping for hosiery. ||| A smiling woman holds a child."
4292,1,"Two small blond children holding stick while standing in a crowd n the city. Two blond children, a boy and a girl, hold sticks and smile. The little girl and boy are entertained as the crowd watches. Two younger children are at an event both holding two sticks. ||| Children playing with toys."
4293,0,"A man in a complicated costume with a red mask is holding a torch in front of a crowd of people, many of whom have cameras. A masked performer wearing an indigenous costume holds a torch in front of an audience. A person in an elaborate mask holds up a torch in front of a crowd. Crowd watching a person in scary costume holding a torch. ||| A dancer entertains a crowd."
4294,2,A motorcycle driver dressed in orange gear swerves to the right. A motorcyclist on a red speed bike leans into a sharp turn. Motorcyclist crouches low as he rounds a turn. This person is on a red motorcycle. ||| A man strolling.
4295,1,"A group of four people, probably family members, are eating at a restaurant. A man in a black hat and glasses is dining with three others in a restaurant. Four adults sitting at a table eating a meal Four people dine at a restaurant. ||| Some diners sitting."
4296,1,Two men strike a serious pose while listening to some live music being performed behind them. Two men pose for a photo while listening to live music. Two men are sitting in a restaurant. A couple of patron at a jazz club. ||| Friends posing.
4297,2,A small boy rides on a playground toy while pointing to a slide. A young fair-skinned boy rides a play horse at a playground. A boy on a play horse at the park points to the slide. A boy rides a toy horse. ||| A little boy riding an animal.
4298,0,The man in the hooded sweatshirt is controlling the large machine. A worker operates machinery on a cold day. A black man operates an orange crane. A man operates an orange crane. ||| A man sits.
4299,0,"A guy is approaching a graffiti covered garage labeled UTOPIA next to a shop called Sevilla Tattoo while a woman walks a dog by the same location. A guy with an orange, gray and bluejacket pulling a cart down a sidewalk in front of a mural on a building. Someone outside wearing an orange and blue outfit pulling a yellow box. A street cleaner walks up the street with his broom and dustpan. ||| A man cleaning."
4300,2,A little girl in a pink bathing suit jumps up on a sand dune at the beach. A girl in a red polka dot bikini is jumping off a sand dune. A young girl in a bikini jumping on the beach. A girl with a bikini plays in the dunes. ||| Children playing in a fountain.
4301,1,A man is standing on a scissor jack in front of a building holding a cellphone to his ear. A man uses a cellphone while working on the exterior of a building. A man on a lift inspects the facade of a building. A man on a scissor lift working. ||| A man talks on his phone.
4302,2,A man grills hotdogs and bratwurst on a grill on a street corner. A man grilling different meats on a grill outside on the street. A man grilling outside with a few people enjoying his meat. A man grills sausages on a street corner. ||| A man breakdancing.
4303,1,A person in navy blue top and pants is curving his body in midair while a person walks by and others look on. A gymnast in all black is performing on blue mats in the street as a small crowd watches. A man performs a back flip while preparing for an outdoor performance or competition. A guy doing a back flip over a blue mat in a park while others watch. ||| Many onlookers watch.
4304,0,A man is passionately playing the cello in within a larger orchestra. A musician is playing a cello in an orchestra. Asian male in a blue shirt plays the cello. A violinist practicing in class. ||| A man sitting in a chair playing an instrument.
4305,0,"A few firefighters, wearing black, yellow, and pink jackets, standing next to a firetruck. Several firefighters stand outside of a building near their firetrucks. Firefighters at a scene with a firetruck that has its lights on. Firemen stand outside of their firetruck with all its lights on. ||| Some men talk."
4306,2,"A snowboarder jumps off of a ramp in the snowy mountains A snowboarder is leaping of a jump in the mountains. A snowboarder in midair, hovering over a snow ramp. A snowboarder in midair ||| A snowboarder grinding."
4307,1,"A football player in a black, white, and orange uniform, is trying to tackle another player in a blue, white, and gold uniform. A football player in a blue jersey being tackled from behind by an opponent in a white jersey. A defensive football player attempts tackling an offensive football player holding a football. A football player running with the ball is being tackled by his opponent. ||| Men playing football."
4308,2,An Asian woman looks out a car window at a cat sitting in the road. A driver is staring out her car window at a cat in the street. The lady in the car parked in the street is looking at a cat. A cat looks up at an Asian lady in a white vehicle. ||| A woman holding a hoop.
4309,2,"A young boy wearing a bright yellow raincoat, jean shorts and sandals squats down as he looks at an older boy and girl who are standing next to him and looking down some railroad tracks. Three children all wearing Capri pants and long-sleeved hooded jackets anxiously await a train. Three children look down the train tracks to watch the train come in. Three children are standing on the platform next to train tracks. ||| Children do cartwheels."
4310,0,A brown and white dog swims in a backyard swimming pool. The little white and brown dog is swimming in a pool. The brown and white dog swims in a swimming pool. A dog is swimming in an above ground pool. ||| A dog emerges from water.
4311,1,A person in a green jacket and yellow pants is on a snowboard coming down a roof into the snow. A snowboarder slides down the side of an A-frame house buried in snow. Someone snowboards up the roof of a barn. A snowboarder goes up a ramp. ||| A snowboarder does a trick.
4312,0,"A woman wearing a light blue coat looks to the left while a man looks to the right. A woman and two young men, standing close to one another. A woman and two men looking in different directions. A woman wearing sunglasses standing next to two men. ||| A man is outside."
4313,2,Bearded man with coat and hat standing on a lit street at night. A homeless man is wandering the city streets. An elderly man is standing outside at night. A man is standing alone in the dark. ||| Women walking down a city street.
4314,2,The little girl in the green outfit is playing with a piece of orange material. A little girl in a green outfit wringing out an orange rag. A girl wearing green twists something in her hands. A girl wrings out a wet shirt. ||| A child playing with his trains.
4315,2,A baby puts his hands in some soap as he stands in the kitchen next to the sink. A young child is washing his hands with soap in the kitchen. A baby washes its hands in soapy water from a sink. A small child is playing with soap suds in a sink. ||| Some children climbing.
4316,0,A seated man playing a small guitar next to a standing man plucking a bass. A man with a double bass and a man with a mandolin play music. The two gentleman are playing stringed instruments. Two men play instruments. ||| Men standing in a city.
4317,1,"A man and a lady, carrying a gray bag on her shoulder, are walking among a crowd at a gathering. Many people at an outdoor gathering with a guy and girl in the foreground. A man and woman are standing in a grassy area with other people. A man in black shorts walks with a girl at a festival. ||| A couple walking."
4318,0,People are walking on the sidewalk along the parking lot in front of a home improvement store. Three people are picking up trash in front of a restaurant. People taking a walk on a path in a shopping center. A couple walking on a sidewalk along a strip mall. ||| Man walks in front of a group.
4319,0,"A gentleman in white with a shoulder bag and hands on his hips waiting next to a man in all black with his hands in his pockets. Two men, one wearing black and one wearing white, are standing waiting for the train. These two men are waiting for the train to stop. Two men waiting at the subway for the train. ||| A man talking."
4320,2,A man wearing a white shirt and an orange shirt jumped into the air. Man jumping with a rock formation in background. A man jumps in the middle of a rocky desert. A man in an orange hat jumping. ||| A man kneeling down.
4321,0,"Two women, one wearing blue clothing and the other wearing an orange skirt and white shirt, are standing in high grass as one holds a camera. A woman holding a camera and another woman, both with long flowing dresses, look into the distant on a riverbank. Two women are standing in a wet marsh looking at a tree, there is very long grass surrounding them. Two Indian ladies photograph the long green grass outdoors of their native land. ||| An artist waits."
4322,0,A volleyball player in an orange shirt jumps into the air to hit the ball. A male volleyball player in a yellow jersey is about to spike the ball. A volleyball player in an orange jersey performing a jump serve. A player jumping high in the air after hitting a volleyball. ||| A man watched by a group.
4323,2,"A girl is performing with other girls, and is wearing a black costume with a pink bow in her hair. A woman in black with white fur-lined cat ears and cuffs performs. The young lady is standing after performing in a play. Dancers in tight black garb perform their routine. ||| An Asian girl sitting."
4324,2,"Many women and males seem to be holding signs and having some sort of protest, one male in checkered shorts and a girl in a tank top are holding up signs, while another female holds a megaphone. A group of people from all different ethnic backgrounds, have come together in protest. Young people gather together, relaxing, talking and holding signs. A mob has gathered in protest; one woman carries a sign in Hebrew. ||| A group of children sitting in chairs."
4325,0,"Two women relax at home on a futon-style couch amidst pillows and a pile of clothing, with an array of photographs on the wall behind them. Two women sitting on a black sofa with clothes and a purse in between them. Two teen girl hanging out on the futon. Two teen girls relax on a black futon. ||| Women smile."
4326,2,A couple in their wedding attire stand behind a table with a wedding cake and flowers. A bride and groom are standing in front of their wedding cake at their reception. A couple stands behind their wedding cake. Man and woman cutting wedding cake. ||| A bride dances.
4327,1,A serious looking man is working on a very interesting sculpture of gray. A man is working on a complex clay sculpture. A man in a red shirt sculpting clay. A concentrated male sculpting. ||| An artist sculpting his statue.
4328,0,A little girl wearing a pink dress is running across the grass. A little girl in pink in running through a sprinkler. A girl runs through sprinklers on a lawn. A girl in pink runs through a sprinkler. ||| A blond child running.
4329,2,Three workers in blue shirts are cleaning windows on a platform. Three window washers in blue uniforms work on scaffolding. Four men work on a scaffolding outside of a building. Three workers work on the side of a building ||| Travelers standing.
4330,1,The workers are wearing reflective jackets for working at night. Five men in orange vests work on repairing a street at night. Construction in the city at night. Orange cones and traffic workers. ||| Men standing.
4331,2,Three men with guitar-like instruments and a woman perform on a small stage. Four piece band practicing before the nightclub opens. Four men are playing instruments on stage. A four player band plays on stage. ||| Men play guitar on a boat.
4332,0,A group of kayakers go down a murky river on a cloudy day. A group of people in their kayaks preparing to race. Five kayakers paddle side-by-side. A group of people kayaking. ||| Men kayaking in boats.
4333,1,Bicycle race on a small street that curves right between very tall green trees with a lot of people watching from the sidelines holding flags Coverage from a bicycle marathon with a bundle of riders and lot of onlookers. There is a large crowd lined up along either side of this road. Spectators surround a bicycle race. ||| Bikers racing.
4334,2,A man in a blue shirt is laying on rocks in the sun. A man in a blue shirt and jeans is laying on rocks. The man in the blue shirt is relaxing on the rocks. A man in jeans and a blue shirt laying in the sun. ||| Man cuts.
4335,1,"A woman wearing a hat, boots and leopard striped pants is sitting on a bench next to her purse. A woman in a black beret and leopard print tights sits on a bench. A woman wearing a hat sitting on a bench on the sidewalk. A stylish, blond young woman sitting on a bench. ||| A woman sits with her legs crossed."
4336,0,Three children do jumping jacks in a public place while a man sits and looks on. Three children jumping while an older man watches from a row of chairs nearby. Three young children jump while an older man watches from his seat. The children of a family play while they wait. ||| A kid diving.
4337,1,"Three people, one man playing a guitar while sitting on the floor and two people playing a game on a sofa. There are two women playing a game and a man sitting on the floor playing a guitar next to a bunk bed. Two people on the bench are playing a board game while a man sitting on the floor plays guitar. A guy playing a guitar and two people are sitting on a couch playing a game. ||| Individuals sitting."
4338,2,A man tends a garden inside old concrete open-top fish hatchery tanks. A woman in a large concrete basin carrying a long instrument A man in white shirt and dark shorts is working outside. A poor Asian woman working at a dam. ||| A crew stands.
4339,2,"A person rides a moped while women sit on a bench surrounded by pigeons. A street with pigeons, a motorcyclist and a woman on a bench. A man riding a motorcycle down the sidewalk. The birds are in the street. ||| Two woman eating at a table."
4340,2,"Three bicyclists racing down a busy street in the rain, with a red BMW and a motorcycle approaching from behind. Three cyclists are racing ahead of a red BMW, with the leader wearing solid white helmet and black cycling pants Several bicyclists are racing down the street in traffic. A bunch of men riding bikes in a triathlon. ||| A group having lunch."
4341,2,A woman wearing a white lab coat is holding her jar up with a white glove. A young female technician in a white coat works in a modern laboratory. A gloved woman looks at bottled materials in a laboratory. Woman in lab coat working. ||| Women paying.
4342,2,A young man in a black swimsuit and t-shirt jumps off of a bridge with an audience of seven onlookers. A crowd gathered on a bridge watches a man in dark shorts and shirt jump. A guy in a black tank-top jumping off of a bridge while others watch him. A young man wearing black jumps off a height while people clap. ||| Spectators watching a rider.
4343,1,Tan dog running through long grass in a park-like setting. A little brown dog running through a field of grass A dog runs through the grass. A brown dog is about to jump. ||| A dog running through a grassy area.
4344,1,"A group of people wearing hats and using walking sticks are walking through a wooded area on a trail. A group of men and women are walking on a dirt trail, with a cluster of trees in the background. A hiking tour for seniors on a clear day. Hiking group of people in the mountains. ||| Some hikers walking."
4345,2,"A group of people walk through a street, while two women are eating. Two women are walking and eating corn from Styrofoam containers. Two women on a busy street are eating macaroni and cheese. Two women eating in front of Debenhams. ||| Women standing."
4346,0,A man on a street in a bright t-shirt holds some sort of tablet towards a woman in a pink t-shirt and shades. A man in a bright green shirt shows a woman in a bright pink shirt something on a clipboard. A man in a green shirt holds out a clipboard for a woman in pink 's attention. A man holds a clipboard and a pen as a woman looks at them. ||| A man talking.
4347,0,A man is leaning over and pulling something out of a bag. A man looking for something in a shopping bag. Someone buying groceries at a grocery store. A man is stooping in front of a billboard. ||| A man with a bag walks down a street.
4348,2,A man wearing blue and a woman wearing pink pose in front of the lake. Man wearing a blue short and a woman wearing a glasses on a dock A man with his arm around a woman are posing. A man and a woman are posing. ||| A man selling donuts.
4349,1,"Figures cross the street, both on and outside the crosswalk, while many cars have stopped. Seven people walking in the street while traffic waits. People are crossing a busy street at night. People are crossing a street at night. ||| Pedestrians walking across a street."
4350,1,A woman with dark hair walks through a grassy field on a path with wooden handrails. A woman is walking away on a wooden walkway through a field of golden plants. A woman walking over a bridge with tall grass on either side of her. A young woman crosses a bridge through a field of tall grass. ||| A woman walks along a boardwalk.
4351,0,Six casually dressed people watch from the comfort and protection of a wooden rail while a restaurant employee stands in the background. A group of six people are standing next to a white fence. Six people stand at the railing at the El Tambor. Crowd of people standing near a bench. ||| A kid standing.
4352,1,A young blond-haired child is pretending to brush the teeth of a large green character that is sitting on the bathroom vanity. A small child is interacting with a cartoon figure in a bathroom. A young child is playing with his big toy. A child holding a large toothbrush. ||| A blond child using a toothbrush.
4353,1,A black dog jumping over tire tracks in the snow. A dark dog jumps across the snow near the woods. A black dog bounds through a path in the snow. A black dog jumps in the snow. ||| A dog leaping to catch a ball.
4354,2,Young female with blond hair and a white shirt brushing her teeth. A little girl standing in a bathroom brushing her teeth. A young blond girl wears a white t-shirt and pigtails. A small child pondering a drawing ||| A child sucking on a toy.
4355,2,A woman in a red shirt is gesturing behind a male in a white shirt. The man in this picture shrugs off his friends sarcastic attitude. A man and a woman inside of a dark location with a drink nearby. A male and female are at a table with a drink. ||| Men rafting.
4356,0,"People are gathered at a platform on which stands a table of trophies with graduated boxes in front of the platform labeled 1, 2 and 3. Awards are being presented to children on Field Day in a place that speaks an Asian language. A stage is set in Oriental motif for an award ceremony honoring 1st, 2nd, and 3rd place. A stage full of people at a festival. ||| Judges standing."
4357,1,Several individuals getting together to play the bagpipes and eat some cuisine. A room with four people playing bagpipes with a couple other people watching. People playing bagpipes in a kitchen. A group of people playing bagpipes. ||| Men playing instruments in a kitchen.
